"z","y0","y1","mu0","mu1"
0,-0.826922641441579,4.34121528627107,-0.756682243647855,4.12892320386623
1,-0.860635060660225,7.23134931397129,0.729106569302623,6.13859472822519
1,2.13107111240901,5.36411051052199,1.06127675423945,5.30094760247093
0,-2.52322022054011,3.41273799270382,-0.730941944205407,4.43299354135609
0,1.25149847898289,6.62526793095973,1.21602574007079,5.66574897541999
1,-2.74033770122903,3.87497629827415,-1.37182002986684,3.55406726494734
0,-2.80036014203142,2.96882168747858,-1.71102646520964,2.61251195505963
1,-1.65090693638532,4.28745481822947,0.347364082319435,5.52149289562233
0,0.10888608192731,5.12124316751806,-0.0503656806937647,5.15259671093768
0,-15.4162644559584,-10.4219100280605,-14.3072859687139,-9.09125199935897
1,2.3079215963119,3.31655077263617,1.91411382074474,5.22853125222303
1,3.20075070918399,7.75862300671236,1.48456580905951,5.97747930395659
0,-0.50977487697878,3.71282765270093,-0.648931649142147,4.32810509358462
0,6.49317838440693,8.8674432625577,4.75858574811567,8.11461236268226
1,1.26713086224337,6.88992670732773,1.89605286077042,7.37084260575715
0,0.762512301430769,4.51017885201808,1.50992610951328,5.76575062572509
0,1.03126408635807,6.08203782929202,1.66221245761941,5.63063026054219
1,4.96537309372956,8.58977105986395,5.00226586407382,9.12455835071712
0,0.979290077222536,5.12625264237607,0.864532021169076,5.80582754156131
0,2.64196058992067,6.03886143399575,1.12302357793445,5.64951689529376
0,0.373734397155272,5.46691786527637,0.0600400475391063,4.58082884085005
0,3.72015795020314,8.89504210219958,3.17039378084637,7.3700724492753
0,-12.4548950081023,-6.53826501351627,-12.2294509703364,-7.93214527497396
1,4.0601093161567,5.88958117642821,3.35894621931904,7.08438169208766
0,-11.4681622944853,-6.17866695872187,-11.1659732394611,-7.91182333701222
1,2.36324275023134,2.09094454312118,2.19749259416982,5.05883075245241
0,0.984471354732879,4.22946197038879,-0.330121929263503,4.08261690480552
0,-1.18410248282936,3.9682683539647,-0.792773699922578,3.33851977862622
0,0.884169877349036,5.73883503867352,0.964702202014599,5.40746324545033
0,2.75445389952123,5.90474661067871,1.4028847498095,5.23769902575107
0,1.06413770722766,5.83619564235157,1.3127464263395,5.41436087009944
0,-0.982239057284634,4.38213409650545,-0.501480179131228,5.82545196711768
1,2.41935014489807,3.94507041129484,1.79005098066312,5.03161446294927
0,1.13314218865508,6.69621086961309,0.922142173261694,5.24031683581309
1,3.43053553011764,5.93811177787551,2.4027205229772,6.06619931034938
0,0.0899514489542053,3.39309402912821,1.22749084474576,2.49631342065785
0,1.94578835413922,5.29824571389707,1.73118858192796,5.22478928506912
1,2.81891160947052,7.02783116034029,2.38430722683619,6.480277813366
0,0.247283337692178,2.94280236200741,0.356510900940994,4.73191593314405
0,0.707526049175026,4.51660499337043,1.30118013780786,4.99950482634184
0,-1.18401870385464,4.46193973167984,0.296531630467683,4.92185475704283
0,0.106868003245528,5.19745322586825,0.57254516396355,5.72992843783523
0,-14.7442428193852,-12.3876546530501,-14.6215700616026,-10.8105281134209
0,4.87024104545934,11.5683955983765,5.27186300894721,10.9264480186764
1,3.92430360329148,6.96557257484825,2.8252835300935,7.26939158224934
0,-1.24133083317742,4.37941614179827,-0.052852682160833,4.6959886158056
1,2.43034130075444,7.34913795224712,2.50238782078676,7.27023610878325
0,-0.914512875311424,4.05088850262577,-0.384072939892142,3.13319533910903
1,0.617712399586716,6.15287094857041,1.33752534120241,6.18028531184412
0,1.17804746953415,5.31357401158399,0.88355738846276,5.32791831705428
0,0.970335501206423,5.89091523628588,0.165534011776633,5.87967526219527
0,-1.78762183378781,2.88987650671075,-2.63015034934487,4.25104437473145
1,-2.30512678977578,3.97164514932066,-0.73195841357593,3.75885792963114
1,-0.138800880530744,7.25611571506849,0.532475307424971,5.6373025669172
1,-0.418897587489425,5.82134153561382,1.79103361873758,6.23209025424853
0,-0.71934273394818,1.79447130344977,-1.09014587543985,3.12509134961397
0,-1.63472257223193,5.32370549851903,-0.637239064718188,3.69754939710622
0,2.12463726125682,5.4103249771983,1.36047840066405,6.06801707251704
0,1.29922915162449,4.40078638282657,0.278614231764146,4.06268390494002
0,2.23111771810966,7.42384577581434,2.3699536990657,6.79402083032746
0,2.59425490576161,9.59245379089323,3.19890979174233,7.59404901500663
0,1.14598552753036,5.52799544455326,1.34779293905732,6.34144611792979
