"z","y0","y1","mu0","mu1"
0,309.523042781637,359.299155100568,308.506982731022,359.58939151066
0,331.502081249391,334.956338030402,332.691162392133,336.260967497515
0,344.550705313033,344.208348283902,344.669541924596,343.343474941443
0,329.244925565209,333.789032663135,329.851715345858,333.990419196289
0,333.882446518474,330.355345494584,334.765501732828,329.494127654853
0,332.282949626559,339.19794062494,332.145522571299,338.189830403524
0,330.742778980947,331.771438037377,331.050137202363,331.381976092821
1,336.700388790919,341.476150103291,336.860552045299,342.318627504914
0,330.04847523266,336.844304552787,330.71212270636,337.075262987558
1,337.096216699006,339.664459898483,337.085682093555,338.55851116023
0,337.807403373698,344.706457530221,338.140987607644,344.074791918754
0,331.515922040848,331.658776563012,331.438428782987,332.684487984687
0,338.812604096202,336.253834664299,339.021380085592,338.562322059274
0,329.438316499321,324.938286422602,330.348512775024,326.695438949502
0,331.475091171097,331.77358909026,332.298716003689,332.290703788445
1,333.565016285232,340.573172505714,334.33196968385,339.539870346794
0,334.675653909707,338.859063428693,335.573797906803,339.900894517072
0,334.488225661775,336.620352719376,334.671448421979,338.8042487055
0,332.762448320525,336.508947116171,333.886235797966,336.739369976703
1,331.845605815002,336.307235246728,332.829143652231,334.996719270675
1,333.175493725824,340.13468944751,332.428714905102,339.874109495368
0,327.533884885324,328.574801426544,328.985278269155,328.516721855605
0,334.757288822003,334.746342767484,335.195428249262,334.075018277615
0,342.570946052945,335.166533894063,343.078970174137,336.558894529571
0,337.79537834357,339.336357376967,335.720594701397,339.658824751303
0,333.811961218852,341.027451871993,334.396888555424,341.368726760887
0,333.534973234447,341.475113757445,334.905617149059,339.235164164946
0,334.727085540084,335.685599488244,337.329099084319,336.274909433763
0,332.568549388079,336.131872575932,332.125124920351,336.596312396332
1,334.997530583345,339.294188002358,336.608786151691,339.538933912746
0,335.792226797223,340.014179486087,334.184270160466,339.337470475629
1,332.539929906887,338.219533088125,334.011722153843,337.835315511532
0,333.201890838705,339.23603912402,333.529229164534,338.869389906331
0,332.704106725348,338.39641589912,332.23398662874,339.854014560363
0,332.42245539526,336.837382293702,333.1566522384,338.557774832429
0,337.588341872352,340.317405327615,339.816844238976,340.077856357314
0,331.72104013977,338.177039519078,332.407323357622,336.660012440488
1,338.683447112936,337.509315434184,337.506681051957,339.432495127416
1,335.91336109392,339.356910270739,336.250768461603,338.675921644007
1,337.250445672785,344.688887022045,337.016361297223,343.592800583549
0,334.891699001388,351.430181939788,336.127722589906,352.064853110278
1,335.548896535299,337.572518201535,334.304775682989,338.277422297317
0,335.708604685104,337.885120857658,335.772194110252,339.353533949712
1,335.668001588896,332.776589515131,334.896167334633,331.969137900054
0,332.501453750995,336.45049641266,333.125498154873,337.439728236984
0,332.460002597448,339.902385149565,332.759307821518,338.544841268945
1,330.170498925903,336.910824146002,332.621444779898,336.443477749259
0,332.292756541016,334.958964067337,333.119975664851,335.852328097301
0,333.030050636544,337.462333889855,331.650784462573,337.103708947336
0,334.770658309996,339.417653177024,334.893887517255,339.630749221543
0,328.339445927555,333.622425244101,329.081967267207,334.65952329251
0,331.665219287075,331.729460459518,331.162211295973,332.533032985423
0,330.259759388171,337.505643076718,331.054877144887,338.198152787821
0,332.149088511005,335.404565564589,332.389063340301,337.460551904186
1,332.270529938846,339.092480374236,332.893803520276,338.439147025429
0,334.708931536511,338.742888941872,337.11966903067,338.030104219967
0,338.399920928282,336.71932024373,337.671169487654,337.427538121372
0,334.767084909807,341.920829404488,335.730721533246,342.691446734704
0,332.230592849613,336.360239499349,332.381748963024,336.559636294534
0,335.261771150854,339.067215001373,334.237672081847,338.843781284088
0,333.295956982866,342.035918880231,334.501022553724,341.459204490068
1,337.498499778434,338.268026663262,336.137921537228,338.654420829026
1,332.302352072351,335.358679857144,331.983065030259,338.366288011185
1,333.096208521229,336.004996033038,333.820255600245,337.739961917092
0,332.410746551188,331.948001153531,331.720720604294,333.575844880348
1,331.727940465624,334.823483383859,331.730013724884,334.114729100329
0,333.435859543179,337.494464378569,332.481313354996,337.879456070097
0,340.590396732168,331.52373100249,340.460466816437,331.43142665982
0,331.10061536378,336.609206721778,333.315153981122,337.719796983948
1,333.014165276575,337.982261675358,332.953055404296,337.575787797936
0,307.85684790538,350.621606893665,306.736933538873,350.378107659361
0,339.614726349752,341.029608450995,338.839673897784,340.918385949748
0,332.598727414936,338.198012685042,333.178994950112,336.880369125317
0,329.229793546979,331.924041131944,330.677165007045,333.026311641351
0,332.67912476339,336.911053920868,331.990370307908,338.001992865106
0,338.918034306895,341.260181242331,337.088947603217,340.008386801524
1,334.069803145666,334.52846475792,333.925956997968,334.009615688771
1,332.833002038016,337.422470878071,333.467296438492,337.149538344845
0,334.038005671651,337.669960247266,333.87705190978,338.473662215975
0,335.082917662055,335.198086177154,337.699612671846,334.147713032266
0,334.003694194973,333.084772150223,334.290955413274,332.415458728814
0,331.05815660808,335.465508176892,332.567455796052,337.790227096151
0,330.654327236502,331.188127417451,330.164298718965,330.552664253764
0,334.468035066563,338.21065157759,334.587360293092,338.56900945709
1,337.185854007783,342.204540989335,336.412907368161,343.183276873896
0,330.850945242768,337.733082818746,330.736962500107,336.961196642541
0,329.62531465633,335.712833529107,329.866472658211,334.642420265318
0,337.194060855895,331.519421699653,337.949867566837,332.06987482919
0,339.790489287931,333.605105571642,338.97367667554,333.64030944065
1,334.094918691305,342.56899603901,333.294441088025,343.842828880562
0,341.544846114133,337.200786287401,340.354270363005,334.620879761837
0,332.271312664558,340.294836549689,334.656788334353,339.721984337315
1,333.508379316462,340.226495058299,332.920073924866,339.434812468952
0,336.065047584722,341.893346409259,337.056229234495,343.126016753322
0,336.288117831395,341.012981191795,336.334574870864,341.704811051576
1,331.540250211744,339.546347582373,332.765937271882,338.633856629249
0,334.822354420729,338.175747718918,335.075490039807,338.442486129029
1,336.114697166571,342.947015078871,336.689752087401,341.99063482947
0,333.502099475566,333.949537050543,334.084757407878,335.595114126706
0,334.318547447619,337.242864746976,333.756594779099,339.295862006277
0,336.327526380236,338.172961377017,334.472769513349,337.039957705485
0,332.58822283591,336.65643770175,332.720948194539,337.908556986017
0,335.226799455513,338.237659573769,336.106489008775,339.085130393355
0,332.141145136534,337.087812785634,333.092293603729,338.87608785565
0,333.411954474828,341.244050157309,333.849207447772,341.355613098052
0,307.090505719494,358.177817874531,308.152818487834,358.521589567796
0,307.327859778346,355.789470896627,307.443403565094,354.588218994559
0,339.93777465209,342.610913446156,339.576049919587,342.186661695248
1,333.698485990783,339.335245673572,334.388332473407,339.382844814794
0,341.180847871485,338.377869558548,341.589044684898,338.947695359752
0,330.749435557894,335.907384426489,331.934389032912,336.663616432588
0,334.135505176286,340.276006915505,334.314468774444,338.903948165218
0,344.162049213445,343.714951038146,343.374759721537,342.524752499272
0,336.523315688373,342.970675509098,336.92801716058,342.48950676318
1,332.779027741132,333.598394515975,331.533655443216,334.630904758055
0,334.63996332669,338.605828844233,335.726144795982,338.236599214136
1,330.43301248735,335.255267513617,329.970469257794,335.29809670094
0,333.986915755069,340.185696835033,334.793854886641,339.739314657412
0,333.952277067851,337.827574989232,333.705712867661,338.411860933457
0,331.181816842986,332.118163911716,332.044087270166,332.33667173824
1,333.654230694217,335.119243635199,333.355801492652,336.74002111255
1,334.725662108176,337.502350366174,333.810824118606,336.368608930032
0,333.352575402199,339.396741592108,334.247153691475,339.163502033549
0,342.424144639748,337.223785537015,342.122808754648,336.903533367739
0,335.538926351492,336.556085676481,335.111420189925,336.776044186579
1,337.566577809609,333.066209738869,337.428309918532,334.215286466453
0,334.701094115433,337.885791969071,334.085311566771,337.59250970482
0,331.894754283464,336.140707873315,333.060095231498,337.05465619929
0,335.216461432007,340.894798432068,334.853865842608,338.946832540795
0,329.675973348699,338.959012870081,330.005043958332,337.071629705368
1,331.435975988824,336.730122516753,331.397836726167,336.800258960543
0,337.517983371395,336.170650694163,335.523500193564,336.567843118416
0,334.475329965577,335.602097648286,335.03441495781,336.307151779927
1,332.55520968615,339.5990576627,332.191794746366,337.595438203552
0,331.910025711777,336.682325556872,332.377051903287,338.778634437185
0,331.346952626075,338.618890124647,332.590924484943,339.928714792392
0,335.097777286659,338.885097894992,334.761619688779,339.018544716736
1,333.50662985585,339.229938290903,332.985487399734,338.231839474301
1,333.370779468065,336.775700462914,333.402735993056,335.883151203893
0,330.232703109102,330.197207038331,331.008337985227,329.053732597378
0,334.926061023065,337.34509012741,335.772780529138,338.320152530981
0,334.087388451515,338.166818874534,333.616176463274,338.430718015376
1,337.450182223171,336.110710844828,337.411342266375,335.027412112216
1,342.850856235821,339.529166171428,343.601995923488,339.122781800493
1,332.892412864358,341.275968417147,333.493369691121,341.007137741302
0,334.381196079517,340.514817339991,334.46267294682,338.672649746707
1,333.617145210599,336.457799836144,334.225515343386,335.591829427534
0,332.569586665878,336.367742905019,331.362184817927,337.081887508205
0,335.229742179988,339.131520396735,335.494464291638,339.303919121742
0,333.893586215244,333.848075761882,333.652765187347,334.198729837728
