"z","y0","y1","mu0","mu1"
0,-13.4280870740601,-10.3889665066712,-14.8037542345608,-10.6051655259291
0,-13.1563189890504,-13.4319429566088,-13.7109610354881,-12.7565564987858
1,-14.4943011689963,-15.3726563235349,-14.6763687467357,-15.9200104741838
0,-19.0249653405955,-13.93646350497,-19.136505533616,-13.0310230556648
0,-16.919501944111,-16.8338902860099,-16.8292854174588,-16.0433466309104
1,-19.2178712848381,-11.4718242154335,-19.4660997764085,-11.9591385804009
0,-19.7649029611454,-19.6706632596591,-21.4867887607147,-19.9396902710083
1,-14.4332654336319,-11.2899574778938,-14.9019710787977,-13.1692076751641
1,-11.9208599525085,-12.5397134273196,-12.581070783392,-14.8248885557138
0,-14.2948575101077,-16.2766220668424,-14.9775863970925,-15.4709285287282
0,-12.8298298339165,-13.5240364645224,-15.429528690257,-12.3950232501168
0,-22.2455444875183,-24.8647424783805,-23.736218725961,-23.5086961693595
0,-31.7206810278055,-1.72689031012146,-30.1283282029785,-2.10748079935909
1,-23.6706523216587,-27.9725385825272,-22.5346242194783,-27.8997376916887
0,-15.2601093573301,-14.6898748257065,-15.6539599967943,-15.8685162274053
0,-15.8743761913712,-15.1189020527895,-17.4621865967249,-15.7008289238392
0,-22.0689047548687,-13.049327759045,-23.3120167148414,-12.7290405314387
0,-16.9249816156125,-12.8830323474484,-15.1273057235887,-12.5102238641268
1,-29.5777292509788,-7.71210393268074,-28.2958008364262,-8.1831125964787
0,-20.2925564048504,-20.831445377333,-19.0517552362667,-20.7662067351927
1,-18.4373209556139,-10.256028446845,-19.7091561229669,-11.3061779713243
0,-29.0350519374618,-23.7188620639322,-28.0282178559014,-24.8622052139498
0,-17.2289639391113,-17.7255778130159,-17.6658400568616,-16.3954690507454
1,-20.723265926352,-24.8220841039835,-18.7912500692673,-24.7606284029235
0,-14.7053580188038,-11.0571430792662,-13.3830211652499,-10.1536999907749
1,-25.0493211198252,-14.7955436200041,-25.5684022881618,-17.5768786580327
0,-16.6679607647202,-6.99682523015851,-18.0472845552082,-7.44531991617474
1,-16.1231253058361,-17.186376612091,-17.1913997322175,-17.8969666047149
0,-18.3298958274775,-9.1872944214266,-19.8072736709944,-8.1693676267086
1,-18.8584510134899,-15.2689793282921,-17.4485361364139,-13.3309629705954
1,-16.818002803699,-12.7815364431384,-16.6651421030812,-13.0656612499931
0,-14.9512175063423,-7.5492168966811,-14.1413401436762,-8.4033972668276
1,-27.989749885759,-19.0601521157629,-30.6137979940226,-15.9312209715094
0,-15.8967150106355,-14.1934352176349,-14.8888791888719,-13.1633790852221
0,-15.2010327983091,-10.6652807015449,-15.9269187107875,-11.7653007826
1,-15.4731669390629,-13.1151569951371,-15.3261512268373,-13.0497236883251
0,-21.1519660455558,-11.9329898573592,-19.6334854409001,-13.6580378577413
1,-15.7794311233965,-14.6882268880802,-15.2364168058895,-12.3165481559303
1,-15.684723111776,-12.3412610761352,-14.8778339105441,-10.7051676056256
0,-14.7183975915897,-14.1739991441259,-14.5922209728914,-13.7017495958883
0,-10.8693063416237,-11.9276715003092,-9.44784849936943,-11.8752671615104
0,-11.159060341491,-8.62774975002528,-11.3289506867367,-8.9534666446987
1,-14.2052170883443,-15.4062512536001,-15.0522027734147,-14.5140991741963
0,-13.6587305620016,-15.5958154449891,-12.6819926698611,-14.8654001266837
0,-16.0799941083431,-12.3273137005941,-15.9326400741603,-11.7378201161279
0,-19.2398095946702,-11.7552269668399,-17.0045893396843,-10.8066652656203
1,-11.5837971348067,-14.6304952971302,-10.6383914371426,-13.1009863446397
1,-15.2722749633749,-13.1641104381308,-15.4781605840226,-12.6149718283681
0,-16.2789373139829,-14.8509377153432,-18.6197085842564,-15.2393546603999
1,-10.4064889196792,-11.1221054866819,-10.6001769267765,-12.3183573839076
0,-17.4414348857456,-11.1236921731722,-18.1445185327186,-12.3375982707138
0,-11.1237443628184,-5.62719405567018,-11.3306077207974,-7.2398240148774
0,-18.2801206762058,-11.195217264118,-17.7614119755847,-13.5674381568375
0,-11.9474401945832,-9.86782825237905,-11.4566929009723,-8.82493541115424
0,-13.7366927203588,-12.1871178747873,-12.9720714695117,-12.086558710735
1,-24.4580744787947,-28.5794573155995,-25.2945294765638,-28.2781867187958
0,-22.9096543872265,-29.5670354819779,-22.9680379825903,-28.7121392828914
1,-17.4613320535853,-11.9686106024516,-16.5537582079838,-12.5874811105248
0,-17.1977363731699,-14.7759445059351,-17.2443613583102,-15.0421618756479
1,-14.4683822607843,-14.6218462930282,-15.5102241900948,-15.0437302012589
0,-11.3177615359593,-15.5634835305113,-13.2189226356917,-12.8177482010493
0,-16.2711816532628,-13.5164442179908,-15.5220678317119,-12.7449791274967
1,-20.9075085807891,-13.7083225353795,-19.7846999637155,-14.054327136435
0,-12.6014543697207,-13.3632254744763,-11.9163612505818,-13.2121497795841
0,-11.5156821696096,-10.1348608184031,-10.608037419818,-9.93036506783442
0,-16.5635692907783,-10.9503979225533,-16.3644013088297,-10.8003341560251
0,-12.8304396168551,-17.5638050820322,-14.1988678415254,-17.3644535290496
0,-11.2399568359363,-12.0840705184415,-10.8450850502941,-11.3003724379107
0,-8.32307472710489,-10.3892152873924,-9.39022498945626,-10.6593896801167
0,-12.4066288493612,-13.1690614799704,-12.7143303411126,-11.3438242733096
1,-24.3106167014901,-26.6046072582362,-23.9902640277687,-27.1532913951638
1,-12.2342339011853,-11.0075797752667,-13.2093368108996,-12.5047489793547
1,-19.8676725156732,-15.8207629571986,-20.4549371706515,-14.8669445931347
0,-13.1466994799072,-12.6089109052494,-13.0417611088172,-12.9303003230329
0,-13.9186475065474,-9.64524302469092,-12.6630623613799,-10.5434202497413
0,-35.1208133466552,-13.8367933483018,-35.8159509806402,-13.2411342020511
0,-17.1663297560187,-16.8387158724944,-16.8645509181678,-15.9644553906404
0,-13.3086714001174,-6.47052802813573,-14.6399206048616,-7.00214200275005
1,-12.6649158642741,-3.21720559863919,-11.7636652886498,-3.6571852866735
0,-13.6611785176992,-7.65031194970314,-12.1460566265636,-7.44678858159698
0,-21.0420205908096,-20.2380749599849,-22.3275199910261,-18.276532193578
1,-17.2980061776415,-14.3230875748111,-17.7671728966565,-14.8032585782009
0,-23.3900213340958,-18.6184069586587,-23.9874282171939,-18.8192146914042
1,-11.8624351183386,-14.9709478980894,-12.6918230126239,-14.3933794862679
0,-16.0111157151364,-10.5888930081797,-14.7843187093641,-9.98814796611206
1,-20.6021151798867,-8.43563960713183,-17.1861340617072,-9.45180434405369
0,-15.1724278924647,-9.22414389933522,-15.5855477361243,-9.25580645025954
0,-17.0737472565892,-14.6847242072075,-17.2267489153849,-14.506991436105
0,-18.2569647726537,-16.8889749939126,-16.920994908286,-16.7046118268808
0,-24.2233649250477,-11.5402700351342,-24.9863914435414,-10.8521666017715
0,-13.528075975797,-9.89163639634775,-12.2567405319865,-10.3102362108098
0,-15.7446402519595,-10.9370252209484,-16.0370616479175,-12.5738992581193
1,-15.2582592786079,-9.77808263492009,-14.0131903695989,-10.7052426636482
0,-19.0954910846621,-16.6477318514793,-19.7274928172251,-16.9600738980957
1,-15.0303547370514,-12.5293251107676,-14.6122930423756,-11.2358516416623
1,-17.1316562218996,-13.1725463645254,-15.5498961475711,-14.4950723656954
1,-12.9861230777501,-11.9682074004584,-12.3882535474422,-12.2129156373463
0,-13.4185076751917,-11.8915641673612,-13.3230915564914,-11.4773599133103
1,-13.1558220124348,-15.2853213390348,-12.9904029652185,-15.3846610887652
0,-15.937313165972,-14.962276594925,-16.3262295868532,-14.7469574374559
0,-12.5090287557384,-13.8045066150423,-12.4611283562175,-14.4384282606135
0,-14.7503630484161,-11.950085336025,-14.1954184621878,-11.2060526607717
0,-19.0065606477752,-13.8679061060901,-18.2935423436157,-13.1586325029246
0,-15.237404977049,-10.1389137379571,-15.7048790097112,-9.51203252806972
1,-19.7933776093749,-13.3204195500535,-20.4596962631053,-13.8133110935731
1,-16.8421667884481,-13.4482702253739,-16.0398092322972,-14.2270381309937
1,-11.6237983279018,-13.6732797040315,-11.5343476983723,-13.6266287620931
1,-15.3394170091137,-12.8463462182478,-15.4911794959863,-12.9937440995061
1,-15.2916490704063,-13.9835466503843,-14.8818654208897,-12.6464786923131
0,-13.8811828463893,-12.8261032021408,-13.4514596595071,-12.1834046837749
1,-17.1935347491074,-14.1575158143512,-16.2028297155136,-13.8237700404002
0,-12.6754683379061,-13.2637760953906,-13.5553724470696,-13.0474083717003
0,-11.8930830515312,-12.4992029587914,-11.6262712708704,-12.9473259755264
1,-11.519962088001,-12.432885968647,-12.8633943326427,-13.1595047184641
0,-13.0864973629913,-8.20229403701746,-12.4831328253562,-9.48160870966052
